request_row_id,title,content
4C80578741511A52BC29469925A9D1C8F61CBE169288AAC6ECA0D7FA6632FA42,关于农村小学课后服务落实的诉求,"领导好,我是中部农村一名小学生家长。家里人口多,我和孩子爸爸都在上班,每天接送和辅导孩子时间很紧张。孩子现在上小学,不是毕业班,平时作业符合规定,但放学后没人管。听说现在要求学校完善课后服务,自愿参加、时间衔接、内容多样,但我们这里的学校不是公办,一直没听说有课后服务,或者内容很单一。农村地方,校外培训班也少,我们经济条件有限,上不起。希望政府能督促学校真正把课后服务做起来,最好有老师指导作业和开展一些活动,解决我们双职工家庭的困难。孩子晚上睡眠还可以,我们也希望他将来能考上本科,但白天没人辅导,光靠我们自己文化水平有限,所以特别需要学校课后服务支持。谢谢。"
D6A57DA6A6411AF80237A5091CF85317EF43419A3AAB9B04537E0AD29CE78DF0,关于开学后作业负担和课后服务的诉求,"领导好。我们家在村里,孩子上小学,我们两口子都上班,平时时间很紧。这个暑假孩子书面作业符合规定,睡眠也足,我们挺欣慰。但看到同省有的学校以前作业留得特别多,一年级孩子写到十来点,还要家长签字,漏签就在群里公开批评,我们很担心开学后这些情况又回来。现在政策要求统筹作业总量、加强指导,还鼓励学校开展课后服务,我们希望教育部门能多暗访、多监督,确保学校真正落实,不要给孩子布置超量书面作业,不要把辅导、检查都推给家长,不要因为作业公开批评孩子。我们也盼着课后服务能实实在在开展,帮我们这样的双职工家庭解决一些辅导和接送压力,让孩子能保持学习兴趣和充足睡眠。谢谢。"
6B79C6B6DBD5E4B7799B478BC602261171C19F5F025533BBDDF67E8C64DA8890,"希望加强农村小学课后服务和作业管理,减轻双职工家庭负担","领导您好,我是农村小学一名孩子的家长。我们夫妻都在上班,家里老人多,平时照看孩子学习的时间和精力实在有限。暑假眼看快结束,最担心开学后学校课后服务能不能真正办好。目前孩子作业量还算符合规定,但我们这边过去有家长反映低年级作业写到很晚,家长要逐项签字,漏签就在群里点名批评,孩子睡眠都受影响。现在新要求强调控制作业总量、加强课后服务,恳请领导督促我们这里的小学严格落实,把课后服务时间真正用来辅导作业、开展活动,不要变成变相上课或加重负担。也希望教育部门多暗访检查,防止开学后作业量反弹,让我们农村双职工家庭能安心工作,孩子也能睡够。"
5A00DEE4BAA54BD0EC9AE8CB82C93A81821A68081CCACE05BD66FB2F239387F5,关于秋季开学后加强小学作业与课后服务管理的建议,"领导您好!我家孩子在乡村上小学,不是毕业班。我们夫妻两人都要上班,家里人口多,时间很紧张。这个暑假孩子的书面作业基本符合规定,但我们心里不踏实。听说同省有些学校过去存在作业过多、家长签字负担重的情况。马上要开学了,很担心书面作业又变多,孩子写到很晚,我们也没时间辅导。现在政策要求学校统筹作业总量、加强课后服务,我们非常支持。希望教育部门在开学后能多到乡村学校暗访检查,督促学校真正落实作业管理,不要只做表面文章。另外,课后服务如果能切实开展,也能帮我们解决接送和辅导困难,但农村学校条件有限,担心师资和经费跟不上。恳请领导关注农村小学的落实情况,让孩子有个合理的负担,家长也能安心工作。"
BFB13EB6C27A7C1CB400466F7BED0F0290346C431A12A8692E4868865AAE5192,关于乡村小学课后服务内容单一的诉求,"我们夫妻都在外上班,家庭时间安排很紧张,孩子上小学,这学期参加了学校课后服务,但感觉内容比较单一,多是看管,缺少作业辅导和兴趣活动。孩子现在书面作业很少,我们没时间辅导,担心学习基础不牢固。希望领导能关注乡村学校课后服务质量,督促学校丰富课后服务内容,增加教师答疑、阅读和体育活动,让家长安心工作,孩子健康成长。"
C1F30D7AAE3942F7C5B7488AC04EB462A2442F0AEE0214130857DEBCB1CEAA65,关于农村小学课后服务与作业管理的担忧及建议,"各位领导好。我是中部农村一名小学生的家长,孩子读小学非毕业年级,家里父母都要上班,时间比较紧,这学期孩子参加了学校课后服务。目前作业表面上符合要求,但我们心里并不踏实。以前常听说同省一些学校低年级作业多到孩子写到十点多,还要家长签字,漏签就被点名批评;我们怕春季开学后作业负担反弹,课后服务也变成变相补课或只看管不讲质量。我们所在的学校不属于公办类别,课后服务虽然时间上每天有两小时,但内容是否多样、老师是否真在辅导,我们家长看不到。希望县里或市里相关部门在新学期开学后,能对农村学校课后服务和作业布置情况多进行暗访检查,不要只看表面台账;特别是低年级原则上不布置书面家庭作业的规定要落实到位,课后服务不能变成赶作业、讲新课的时间。同时希望保障课后服务经费和师资,别让双职工家庭好不容易盼来的服务因为投入不足而缩水。孩子才小学,保证睡眠和兴趣比刷题更重要。"
10D0277A00B610EED44F881E1E9B096914E55587C05044D8C7A10D32AAF51B42,请持续关注乡村小学课后服务和作业负担,"领导好。我是一名乡村小学生的家长。孩子这学期参加了学校课后服务,每天在校托管时间有保障,目前书面作业量也基本符合要求。但作为双职工家庭,我们平时工作忙,接送和辅导精力有限,最担心的是这些要求落实不稳定。以前周边学校有过低年级作业写到很晚、家长签字压力大、课后时间被统一补课占用的现象。现在学校课后服务虽然开展了,但我们不清楚内容是否多样、是否真正自愿、有没有变成集体上课。乡村学校师资本来紧张,课后服务质量能不能保证,我们心里没底。希望教育部门能多到乡村学校暗访,持续监督作业总量和课后服务的实际安排,别让孩子刚从作业负担里出来,又掉进另一个补课负担里。"
55E80A9863BCDCB835F715A0D6E50D0E8EEC7BD4DFBA8BF6B37DAB9108DAAB00,关于春季开学后加强低年级作业与课后服务监督的请求,"领导您好,我是本地一名小学生的家长。孩子现在读小学低年级,按照这个年级的规定,原则上是不布置书面家庭作业的。目前孩子本月的作业情况是符合要求的,我们也很感激。不过马上要开学了,我们家里父母两人都要上班,平时时间特别紧,家里同住的人不少,但大家都忙,时间安排紧张,所以很担心开学后学校和老师为了抓学习,作业量又突然多起来,或者课后服务时间被用来变相上课、布置额外作业,让我们家长又要天天辅导、签字,甚至被公开批评。我们不想让孩子那么累,也不想把教育责任全推给家长。希望教育部门能在春季开学后加强对低年级学校作业总量和课后服务质量的常态化监督,多开展不打招呼的暗访检查,确保低年级不布置书面家庭作业,课后服务真正用来辅导、活动和照护,而不是增加孩子和家长负担。谢谢领导。"
42B3E923E86D37AD0280D65D7EBE4A39B533AF507A16A2E0AB4DEAB25BE6DF51,关于丰富农村小学课后服务内容的建议,"领导好,我是农村小学孩子的家长。我们夫妻都在外工作,平时家里人手紧,孩子暑假参加了学校的课后服务,确实帮我们解决了看护难题。但我们有些担心,农村学校条件有限,课后服务会不会只是让孩子在教室里坐着,内容比较单一?孩子现在书面作业很少,我们希望课后服务能真正利用起来,多安排阅读、体育、艺术、科学小实验等有益活动,让孩子开阔眼界、培养兴趣,而不是单纯看管。希望政府能多关心农村学校的课后服务,在师资和经费上给予支持,督促学校把服务做实做细,让我们家长安心工作,孩子也能健康快乐成长。"
AB531BE71421A2A71A631B7508886BEFE2EE9100A2F8308EEDBDFD22220CA4AB,关于农村学校课后服务与作业负担的担忧,"我孩子正在上小学,不是毕业班。我们夫妻平时都要上班,家里人手紧,孩子放学后的看护和辅导一直是个难题。这个暑假孩子参加了学校提供的课后服务,每天两个多小时,确实解决了不少困难,我们很感激。但作为家长还是有些担心:以前听说过周边学校有低年级作业留得非常多,孩子写到晚上十来点,还要求家长签字、群里点名,家长和孩子都累得不行。现在虽然孩子作业量看起来符合要求,但我怕开学后课后服务会变成变相补课或集中写作业,反而增加负担。尤其农村学校条件有限,课后服务内容能不能真的做到丰富多样,而不是简单看管?希望领导能组织不定时暗访、监督,督促学校真正落实减负要求,让课后服务既有温度又有质量,别把辅导任务又推给家长。"
